TH,TL,s,x/q0,y/q1,z/q2,bx/q4,by/acc_heading,bz,accuracy
0,4bbf7ed,3,326104,178540,1075,,,,0
0,4bbf7ed,20,14,-956,-291,-5,0,,
0,4bc1a37,4,66,36,265,,,,3
0,4bc1a37,16,-549,854,-915,-616,818,-1180,3
0,4bc1a37,1,3,-25,-1013,0,0,0,0
0,4bc1a37,2,3906,-7297,41605,,,,3
0,4bc1a37,14,-34800,-9000,24599,-38706,-1702,-17005,3
0,4bc1a37,15,6,240,-970,14,0,,0
0,4bc1a37,9,18,-25,-999,,,,0
0,4bc1a37,10,-14,0,-13,,,,0
0,4bc1a37,11,14,-956,-291,-5,0,,
0,4bc1a37,3,326120,178547,1068,,,,0
0,4bc1a37,20,13,-956,-291,-5,0,,
0,4bc3c7d,4,371,158,-284,,,,3
0,4bc3c7d,16,-244,976,-1464,-616,818,-1180,3
0,4bc3c7d,1,24,-26,-1027,0,0,0,0
0,4bc3c7d,15,6,240,-970,14,0,,0
0,4bc3c7d,9,18,-25,-999,,,,0
0,4bc3c7d,10,6,-1,-27,,,,0
0,4bc3c7d,11,14,-956,-291,-5,0,,
0,4bc3c7d,3,326129,178547,1068,,,,0
0,4bc3c7d,20,14,-956,-291,-5,0,,
0,4bc5ecb,4,371,97,20,,,,3
0,4bc5ecb,16,-244,915,-1159,-616,818,-1180,3
0,4bc5ecb,1,26,-28,-1023,0,0,0,0
0,4bc5ecb,2,4356,-7147,42805,,,,3
0,4bc5ecb,14,-34350,-8850,25799,-38706,-1702,-17005,3
0,4bc5ecb,15,6,240,-970,14,0,,0
0,4bc5ecb,9,18,-25,-999,,,,0
0,4bc5ecb,10,7,-2,-24,,,,0
0,4bc5ecb,11,14,-956,-291,-5,0,,
0,4bc5ecb,3,326134,178547,1068,,,,0
0,4bc5ecb,20,14,-956,-291,-5,0,,
0,4bc8111,4,-116,-24,204,,,,3
0,4bc8111,16,-732,793,-976,-616,818,-1180,3
0,4bc8111,1,19,-27,-1022,0,0,0,0
0,4bc8111,15,6,240,-970,14,0,,0
0,4bc8111,9,18,-25,-999,,,,0
0,4bc8111,10,0,-1,-22,,,,0
0,4bc8111,11,14,-956,-291,-5,0,,
0,4bc8111,3,326153,178547,1068,,,,0
0,4bc8111,20,14,-956,-291,-5,0,,
0,4bca357,4,-482,36,204,,,,3
0,4bca357,16,-1098,854,-976,-616,818,-1180,3
0,4bca357,1,28,-27,-1029,0,0,0,0
0,4bca357,2,4056,-7897,42055,,,,3
0,4bca357,14,-34650,-9600,25049,-38706,-1702,-17005,3
0,4bca357,15,6,240,-970,14,0,,0
0,4bca357,9,18,-25,-999,,,,0
0,4bca357,10,9,-2,-30,,,,0
0,4bca357,11,14,-956,-290,-5,0,,
0,4bca357,3,326179,178540,1075,,,,0
0,4bca357,20,14,-956,-290,-5,0,,
0,4bcc59e,4,-543,-207,20,,,,3
0,4bcc59e,16,-1159,610,-1159,-616,818,-1180,3
0,4bcc59e,1,15,-21,-1019,0,0,0,0
0,4bcc59e,15,6,240,-970,14,0,,0
0,4bcc59e,9,18,-25,-999,,,,0
0,4bcc59e,10,-3,3,-20,,,,0
0,4bcc59e,11,14,-956,-290,-5,0,,
0,4bcc59e,3,326193,178547,1075,,,,0
0,4bcc59e,20,14,-956,-290,-5,0,,
0,4bce7ec,4,5,158,-162,,,,3
0,4bce7ec,16,-610,976,-1342,-616,818,-1180,3
0,4bce7ec,1,22,-35,-1018,0,0,0,0
0,4bce7ec,2,4206,-8347,43705,,,,3
0,4bce7ec,14,-34500,-10050,26699,-38706,-1702,-17005,3
0,4bce7ec,15,6,240,-970,14,0,,0
0,4bce7ec,9,18,-25,-999,,,,0
0,4bce7ec,10,3,-10,-19,,,,0
0,4bce7ec,11,14,-956,-290,-5,0,,
0,4bce7ec,3,326214,178547,1075,,,,0
0,4bce7ec,20,14,-956,-290,-5,0,,
0,4bd0a32,4,-116,219,265,,,,3
0,4bd0a32,16,-732,1037,-915,-616,818,-1180,3
0,4bd0a32,1,18,-19,-1013,0,0,0,0
0,4bd0a32,15,6,240,-970,14,0,,0
0,4bd0a32,9,18,-25,-999,,,,0
0,4bd0a32,10,0,5,-14,,,,0
0,4bd0a32,11,14,-956,-290,-5,0,,
0,4bd0a32,3,326230,178547,1075,,,,0
0,4bd0a32,20,14,-956,-290,-5,0,,
0,4bd2c82,4,-55,219,-101,,,,3
0,4bd2c82,16,-671,1037,-1281,-616,818,-1180,3
0,4bd2c82,1,22,-31,-1012,0,0,0,0
0,4bd2c82,2,4206,-6247,40855,,,,3
0,4bd2c82,14,-34500,-7950,23849,-38706,-1702,-17005,3
0,4bd2c82,15,6,240,-970,14,0,,0
0,4bd2c82,9,18,-25,-999,,,,0
0,4bd2c82,10,4,-5,-12,,,,0
0,4bd2c82,11,14,-956,-290,-5,0,,
0,4bd2c82,3,326227,178547,1075,,,,0
0,4bd2c82,20,14,-956,-290,-5,0,,
0,4bd4ebd,4,-55,280,20,,,,3
0,4bd4ebd,16,-671,1098,-1159,-616,818,-1180,3
0,4bd4ebd,1,13,-27,-1028,0,0,0,0
0,4bd4ebd,15,6,240,-970,14,0,,0
0,4bd4ebd,9,18,-25,-999,,,,0
0,4bd4ebd,10,-5,-2,-29,,,,0
0,4bd4ebd,11,14,-956,-290,-5,0,,
0,4bd4ebd,3,326221,178547,1075,,,,0
0,4bd4ebd,20,14,-956,-290,-5,0,,
0,4bd710e,4,-116,-146,-101,,,,3
0,4bd710e,16,-732,671,-1281,-616,818,-1180,3
0,4bd710e,1,23,-18,-1028,0,0,0,0
0,4bd710e,2,4056,-5647,41455,,,,3
0,4bd710e,14,-34650,-7350,24449,-38706,-1702,-17005,3
0,4bd710e,15,6,240,-970,14,0,,0
0,4bd710e,9,18,-25,-999,,,,0
0,4bd710e,10,5,6,-29,,,,0
0,4bd710e,11,14,-956,-290,-5,0,,
0,4bd710e,3,326221,178547,1075,,,,0
0,4bd710e,20,14,-956,-290,-5,0,,
0,4bd9350,4,-55,341,-101,,,,3
0,4bd9350,16,-671,1159,-1281,-616,818,-1180,3
0,4bd9350,1,21,-24,-1023,0,0,0,0
0,4bd9350,15,6,240,-970,14,0,,0
0,4bd9350,9,18,-25,-999,,,,0
0,4bd9350,10,2,1,-23,,,,0
0,4bd9350,11,14,-956,-290,-5,0,,
0,4bd9350,3,326209,178547,1075,,,,0
0,4bd9350,20,14,-956,-290,-6,0,,
0,4bdb5a0,4,66,646,-40,,,,3
0,4bdb5a0,16,-549,1464,-1220,-616,818,-1180,3
0,4bdb5a0,1,9,-20,-1024,0,0,0,0
0,4bdb5a0,2,6006,-6997,41155,,,,3
0,4bdb5a0,14,-32700,-8700,24149,-38706,-1702,-17005,3
0,4bdb5a0,15,6,240,-970,14,0,,0
0,4bdb5a0,9,18,-25,-999,,,,0
0,4bdb5a0,10,-9,4,-24,,,,0
0,4bdb5a0,11,14,-956,-290,-5,0,,
0,4bdb5a0,3,326193,178554,1075,,,,0
0,4bdb5a0,20,14,-956,-290,-5,0,,
0,4bdd7dd,4,-177,219,387,,,,3
0,4bdd7dd,16,-793,1037,-793,-616,818,-1180,3
0,4bdd7dd,1,22,-31,-1016,0,0,0,0
0,4bdd7dd,15,6,240,-970,14,0,,0
0,4bdd7dd,9,18,-25,-999,,,,0
0,4bdd7dd,10,4,-6,-17,,,,0
0,4bdd7dd,11,14,-956,-290,-5,0,,
0,4bdd7dd,3,326179,178554,1075,,,,0
0,4bdd7dd,20,14,-956,-291,-5,0,,
0,4bdfa2f,4,-360,97,-406,,,,3
0,4bdfa2f,16,-976,915,-1586,-616,818,-1180,3
0,4bdfa2f,1,17,-17,-1020,0,0,0,0
0,4bdfa2f,2,4956,-7297,41155,,,,3
0,4bdfa2f,14,-33750,-9000,24149,-38706,-1702,-17005,3
0,4bdfa2f,15,6,240,-970,14,0,,0
0,4bdfa2f,9,18,-25,-999,,,,0
0,4bdfa2f,10,-1,8,-20,,,,0
0,4bdfa2f,11,14,-956,-291,-5,0,,
0,4bdfa2f,3,326169,178554,1075,,,,0
0,4bdfa2f,20,13,-956,-291,-5,0,,
0,4be1c72,4,-116,158,-162,,,,3
0,4be1c72,16,-732,976,-1342,-616,818,-1180,3
0,4be1c72,1,12,-32,-1028,0,0,0,0
0,4be1c72,15,6,240,-970,14,0,,0
0,4be1c72,9,18,-25,-999,,,,0
0,4be1c72,10,-6,-6,-28,,,,0
0,4be1c72,11,14,-956,-291,-5,0,,
0,4be1c72,3,326164,178547,1075,,,,0
0,4be1c72,20,14,-956,-291,-5,0,,
0,4be3ebc,4,-177,-85,-223,,,,3
0,4be3ebc,16,-793,732,-1403,-616,818,-1180,3
0,4be3ebc,1,23,-26,-1019,0,0,0,0
0,4be3ebc,2,5706,-6547,41605,,,,3
0,4be3ebc,14,-33000,-8250,24599,-38706,-1702,-17005,3
0,4be3ebc,15,6,240,-970,14,0,,0
0,4be3ebc,9,18,-25,-999,,,,0
0,4be3ebc,10,5,-1,-19,,,,0
0,4be3ebc,11,14,-956,-291,-5,0,,
0,4be3ebc,3,326145,178554,1075,,,,0
0,4be3ebc,20,14,-956,-291,-5,0,,
0,4be610f,4,921,646,-223,,,,3
0,4be610f,16,305,1464,-1403,-616,818,-1180,3
0,4be610f,1,15,-23,-1032,0,0,0,0
0,4be610f,15,6,240,-970,14,0,,0
0,4be610f,9,18,-25,-999,,,,0
0,4be610f,10,-3,1,-33,,,,0
0,4be610f,11,14,-956,-291,-5,0,,
0,4be610f,3,326134,178554,1068,,,,0
0,4be610f,20,13,-956,-291,-5,0,,
0,4be83b8,4,-177,-329,631,,,,3
0,4be83b8,16,-793,488,-549,-616,818,-1180,3
0,4be83b8,1,20,-21,-1014,0,0,0,0
0,4be83b8,2,5406,-8647,41005,,,,3
0,4be83b8,14,-33300,-10350,23999,-38706,-1702,-17005,3
0,4be83b8,15,6,240,-970,14,0,,0
0,4be83b8,9,18,-25,-999,,,,0
0,4be83b8,10,2,3,-15,,,,0
0,4be83b8,11,14,-956,-291,-5,0,,
0,4be83b8,3,326139,178554,1068,,,,0
0,4be83b8,20,13,-956,-291,-5,0,,
0,4bea599,4,-360,-24,265,,,,3
0,4bea599,16,-976,793,-915,-616,818,-1180,3
0,4bea599,1,18,-23,-1014,0,0,0,0
0,4bea599,15,6,240,-970,14,0,,0
0,4bea599,9,18,-25,-999,,,,0
0,4bea599,10,0,1,-15,,,,0
0,4bea599,11,14,-956,-291,-5,0,,
0,4bea599,3,326129,178554,1068,,,,0
0,4bea599,20,14,-956,-291,-5,0,,
0,4bec7e0,4,-177,219,-223,,,,3
0,4bec7e0,16,-793,1037,-1403,-616,818,-1180,3
0,4bec7e0,1,12,-29,-1038,0,0,0,0
0,4bec7e0,2,5256,-7297,42655,,,,3
0,4bec7e0,14,-33450,-9000,25649,-38706,-1702,-17005,3
0,4bec7e0,15,6,240,-970,14,0,,0
0,4bec7e0,9,18,-25,-999,,,,0
0,4bec7e0,10,-6,-4,-39,,,,0
0,4bec7e0,11,14,-956,-291,-5,0,,
0,4bec7e0,3,326127,178554,1068,,,,0
0,4bec7e0,20,13,-956,-291,-5,0,,
0,4beea21,4,555,-24,204,,,,3
0,4beea21,16,-61,793,-976,-616,818,-1180,3
0,4beea21,1,20,-21,-1016,0,0,0,0
0,4beea21,15,6,240,-970,14,0,,0
0,4beea21,9,18,-25,-999,,,,0
0,4beea21,10,1,3,-16,,,,0
0,4beea21,11,14,-956,-291,-5,0,,
0,4beea21,3,326120,178554,1068,,,,0
0,4beea21,20,14,-956,-291,-5,0,,
0,4bf0c75,4,-116,280,-284,,,,3
0,4bf0c75,16,-732,1098,-1464,-616,818,-1180,3
0,4bf0c75,1,9,-14,-1016,0,0,0,0
0,4bf0c75,2,5106,-6697,40705,,,,3
0,4bf0c75,14,-33600,-8400,23699,-38706,-1702,-17005,3
0,4bf0c75,15,6,240,-970,14,0,,0
0,4bf0c75,9,18,-25,-999,,,,0
0,4bf0c75,10,-8,10,-17,,,,0
0,4bf0c75,11,14,-956,-291,-5,0,,
0,4bf0c75,3,326110,178561,1068,,,,0
0,4bf0c75,20,13,-956,-291,-5,0,,
0,4bf2ec0,4,799,219,20,,,,3
0,4bf2ec0,16,183,1037,-1159,-616,818,-1180,3
0,4bf2ec0,1,23,-28,-1021,0,0,0,0
0,4bf2ec0,15,6,240,-970,14,0,,0
0,4bf2ec0,9,18,-25,-999,,,,0
0,4bf2ec0,10,4,-3,-22,,,,0
0,4bf2ec0,11,14,-956,-291,-5,0,,
0,4bf2ec0,3,326104,178561,1068,,,,0
0,4bf2ec0,20,13,-956,-291,-5,0,,
0,4bf5108,4,188,36,-406,,,,3
0,4bf5108,16,-427,854,-1586,-616,818,-1180,3
0,4bf5108,1,23,-38,-1024,0,0,0,0
0,4bf5108,2,4206,-6547,40855,,,,3
0,4bf5108,14,-34500,-8250,23849,-38706,-1702,-17005,3
0,4bf5108,15,6,240,-970,14,0,,0
0,4bf5108,9,18,-25,-999,,,,0
0,4bf5108,10,5,-12,-25,,,,0
0,4bf5108,11,14,-956,-291,-5,0,,
0,4bf5108,3,326104,178561,1075,,,,0
0,4bf5108,20,13,-956,-291,-5,0,,
0,4bf7342,4,-238,36,143,,,,3
0,4bf7342,16,-854,854,-1037,-616,818,-1180,3
0,4bf7342,1,30,-29,-1019,0,0,0,0
0,4bf7342,15,6,240,-970,14,0,,0
0,4bf7342,9,18,-25,-999,,,,0
0,4bf7342,10,11,-4,-19,,,,0
0,4bf7342,11,14,-956,-291,-5,0,,
0,4bf7342,3,326113,178561,1075,,,,0
0,4bf7342,20,14,-956,-291,-5,0,,
0,4bf9593,4,66,-146,143,,,,3
0,4bf9593,16,-549,671,-1037,-616,818,-1180,3
0,4bf9593,1,24,-33,-1026,0,0,0,0
0,4bf9593,2,4056,-7897,42055,,,,3
0,4bf9593,14,-34650,-9600,25049,-38706,-1702,-17005,3
0,4bf9593,15,6,240,-970,14,0,,0
0,4bf9593,9,18,-25,-999,,,,0
0,4bf9593,10,5,-8,-27,,,,0
0,4bf9593,11,14,-956,-291,-5,0,,
0,4bf9593,3,326129,178554,1082,,,,0
0,4bf9593,20,15,-956,-291,-6,0,,
0,4bfb8ce,4,-726,341,-40,,,,3
0,4bfb8ce,16,-1342,1159,-1220,-616,818,-1180,3
0,4bfb8ce,1,18,-25,-1020,0,0,0,0
0,4bfb8ce,15,6,240,-970,14,0,,0
0,4bfb8ce,9,18,-25,-999,,,,0
0,4bfb8ce,10,0,0,-20,,,,0
0,4bfb8ce,11,14,-956,-291,-5,0,,
0,4bfb8ce,3,326134,178554,1075,,,,0
0,4bfb8ce,20,15,-956,-291,-5,0,,
0,4bfdadd,4,616,-329,82,,,,3
0,4bfdadd,16,0,488,-1098,-616,818,-1180,3
0,4bfdadd,1,10,-31,-1023,0,0,0,0
0,4bfdadd,2,3906,-8047,40855,,,,3
0,4bfdadd,14,-34800,-9750,23849,-38706,-1702,-17005,3
0,4bfdadd,15,6,240,-970,14,0,,0
0,4bfdadd,9,18,-25,-999,,,,0
0,4bfdadd,10,-8,-6,-23,,,,0
0,4bfdadd,11,14,-956,-291,-5,0,,
0,4bfdadd,3,326145,178554,1075,,,,0
0,4bfdadd,20,15,-956,-291,-5,0,,
0,4bffc66,4,-55,524,326,,,,3
0,4bffc66,16,-671,1342,-854,-616,818,-1180,3
0,4bffc66,1,22,-33,-1020,0,0,0,0
0,4bffc66,15,6,240,-970,14,0,,0
0,4bffc66,9,18,-25,-999,,,,0
0,4bffc66,10,3,-8,-20,,,,0
0,4bffc66,11,14,-956,-291,-5,0,,
0,4bffc66,3,326159,178554,1075,,,,0
0,4bffc66,20,15,-956,-291,-5,0,,
0,4c01eb4,4,-177,158,-284,,,,3
0,4c01eb4,16,-793,976,-1464,-616,818,-1180,3
0,4c01eb4,1,27,-23,-1024,0,0,0,0
0,4c01eb4,2,4806,-6397,41005,,,,3
0,4c01eb4,14,-33900,-8100,23999,-38706,-1702,-17005,3
0,4c01eb4,15,6,240,-970,14,0,,0
0,4c01eb4,9,18,-25,-999,,,,0
0,4c01eb4,10,9,1,-24,,,,0
0,4c01eb4,11,14,-956,-291,-5,0,,
0,4c01eb4,3,326153,178554,1075,,,,0
0,4c01eb4,20,15,-956,-291,-5,0,,
0,4c04219,4,-604,-146,-162,,,,3
0,4c04219,16,-1220,671,-1342,-616,818,-1180,3
0,4c04219,1,29,-30,-1028,0,0,0,0
0,4c04219,15,6,240,-970,14,0,,0
0,4c04219,9,18,-25,-999,,,,0
0,4c04219,10,10,-5,-29,,,,0
0,4c04219,11,14,-956,-291,-5,0,,
0,4c04219,3,326153,178554,1075,,,,0
0,4c04219,20,15,-956,-291,-5,0,,
0,4c0642f,4,188,280,20,,,,3
0,4c0642f,16,-427,1098,-1159,-616,818,-1180,3
0,4c0642f,1,26,-18,-1019,0,0,0,0
0,4c0642f,2,4506,-7297,40855,,,,3
0,4c0642f,14,-34200,-9000,23849,-38706,-1702,-17005,3
0,4c0642f,15,6,240,-970,14,0,,0
0,4c0642f,9,18,-25,-999,,,,0
0,4c0642f,10,7,7,-19,,,,0
0,4c0642f,11,14,-956,-291,-5,0,,
0,4c0642f,3,326159,178554,1082,,,,0
0,4c0642f,20,14,-956,-291,-6,0,,
0,4c08588,4,-421,-85,-40,,,,3
0,4c08588,16,-1037,732,-1220,-616,818,-1180,3
0,4c08588,1,23,-41,-1016,0,0,0,0
0,4c08588,15,6,240,-970,14,0,,0
0,4c08588,9,18,-25,-999,,,,0
0,4c08588,10,4,-16,-17,,,,0
0,4c08588,11,14,-956,-291,-5,0,,
0,4c08588,3,326169,178554,1082,,,,0
0,4c08588,20,15,-956,-291,-6,0,,
0,4c0a7d2,4,127,97,-101,,,,3
0,4c0a7d2,16,-488,915,-1281,-616,818,-1180,3
0,4c0a7d2,1,23,-28,-1009,0,0,0,0
0,4c0a7d2,2,3906,-8797,41905,,,,3
0,4c0a7d2,14,-34800,-10500,24899,-38706,-1702,-17005,3
0,4c0a7d2,15,6,240,-970,14,0,,0
0,4c0a7d2,9,19,-25,-999,,,,0
0,4c0a7d2,10,4,-2,-9,,,,0
0,4c0a7d2,11,14,-956,-290,-5,0,,
0,4c0a7d2,3,326193,178547,1082,,,,0
0,4c0a7d2,20,15,-956,-290,-6,0,,
0,4c0ca3b,4,-360,36,387,,,,3
0,4c0ca3b,16,-976,854,-793,-616,818,-1180,3
0,4c0ca3b,1,24,-27,-1024,0,0,0,0
0,4c0ca3b,15,6,240,-970,14,0,,0
0,4c0ca3b,9,19,-25,-999,,,,0
0,4c0ca3b,10,5,-1,-25,,,,0
0,4c0ca3b,11,14,-956,-290,-5,0,,
0,4c0ca3b,3,326186,178554,1082,,,,0
0,4c0ca3b,20,15,-956,-291,-6,0,,
0,4c0ece9,4,-299,-391,143,,,,3
0,4c0ece9,16,-915,427,-1037,-616,818,-1180,3
0,4c0ece9,1,16,-31,-1026,0,0,0,0
0,4c0ece9,2,4506,-6997,40855,,,,3
0,4c0ece9,14,-34200,-8700,23849,-38706,-1702,-17005,3
0,4c0ece9,15,6,240,-970,14,0,,0
0,4c0ece9,9,19,-25,-999,,,,0
0,4c0ece9,10,-2,-6,-27,,,,0
0,4c0ece9,11,14,-956,-291,-5,0,,
0,4c0ece9,3,326169,178547,1082,,,,0
0,4c0ece9,20,15,-956,-291,-6,0,,
0,4c10eaf,4,-55,280,-467,,,,3
0,4c10eaf,16,-671,1098,-1647,-616,818,-1180,3
0,4c10eaf,1,17,-29,-1012,0,0,0,0
0,4c10eaf,15,6,240,-970,14,0,,0
0,4c10eaf,9,19,-25,-999,,,,0
0,4c10eaf,10,-1,-3,-12,,,,0
0,4c10eaf,11,14,-956,-291,-5,0,,
0,4c10eaf,3,326169,178547,1082,,,,0
0,4c10eaf,20,15,-956,-291,-5,0,,
0,4c130f6,4,-238,524,82,,,,3
0,4c130f6,16,-854,1342,-1098,-616,818,-1180,3
0,4c130f6,1,14,-27,-1023,0,0,0,0
0,4c130f6,2,3756,-7147,41755,,,,3
0,4c130f6,14,-34950,-8850,24749,-38706,-1702,-17005,3
0,4c130f6,15,6,240,-970,14,0,,0
0,4c130f6,9,18,-25,-999,,,,0
0,4c130f6,10,-4,-2,-23,,,,0
0,4c130f6,11,14,-956,-290,-5,0,,
0,4c130f6,3,326186,178547,1082,,,,0
0,4c130f6,20,15,-956,-291,-5,0,,
0,4c1533d,4,5,97,-162,,,,3
0,4c1533d,16,-610,915,-1342,-616,818,-1180,3
0,4c1533d,1,29,-22,-1022,0,0,0,0
0,4c1533d,15,6,240,-970,14,0,,0
0,4c1533d,9,19,-25,-999,,,,0
0,4c1533d,10,10,2,-22,,,,0
0,4c1533d,11,14,-956,-290,-5,0,,
0,4c1533d,3,326193,178547,1089,,,,0
0,4c1533d,20,15,-956,-290,-6,0,,
0,4c1758b,4,127,-24,143,,,,3
0,4c1758b,16,-488,793,-1037,-616,818,-1180,3
0,4c1758b,1,12,-36,-1014,0,0,0,0
0,4c1758b,2,3306,-5647,40405,,,,3
0,4c1758b,14,-35400,-7350,23399,-38706,-1702,-17005,3
0,4c1758b,15,6,240,-970,14,0,,0
0,4c1758b,9,18,-25,-999,,,,0
0,4c1758b,10,-6,-11,-15,,,,0
0,4c1758b,11,14,-956,-290,-5,0,,
0,4c1758b,3,326204,178547,1082,,,,0
0,4c1758b,20,15,-956,-290,-5,0,,
0,4c197ce,4,-604,158,82,,,,3
0,4c197ce,16,-1220,976,-1098,-616,818,-1180,3
0,4c197ce,1,17,-20,-1012,0,0,0,0
0,4c197ce,15,6,240,-970,14,0,,0
0,4c197ce,9,18,-25,-999,,,,0
0,4c197ce,10,-1,4,-12,,,,0
0,4c197ce,11,14,-956,-290,-5,0,,
0,4c197ce,3,326204,178547,1082,,,,0
0,4c197ce,20,15,-956,-290,-5,0,,
0,4c1ba18,4,371,219,-345,,,,3
0,4c1ba18,16,-244,1037,-1525,-616,818,-1180,3
0,4c1ba18,1,11,-22,-1018,0,0,0,0
0,4c1ba18,2,5256,-6997,42205,,,,3
0,4c1ba18,14,-33450,-8700,25199,-38706,-1702,-17005,3
0,4c1ba18,15,6,240,-970,14,0,,0
0,4c1ba18,9,18,-25,-999,,,,0
0,4c1ba18,10,-7,2,-18,,,,0
0,4c1ba18,11,14,-956,-290,-5,0,,
0,4c1ba18,3,326193,178547,1082,,,,0
0,4c1ba18,20,15,-956,-290,-5,0,,
0,4c1dc5e,4,310,-85,-223,,,,3
0,4c1dc5e,16,-305,732,-1403,-616,818,-1180,3
0,4c1dc5e,1,19,-35,-1019,0,0,0,0
0,4c1dc5e,15,6,240,-970,14,0,,0
0,4c1dc5e,9,19,-25,-999,,,,0
0,4c1dc5e,10,0,-9,-19,,,,0
0,4c1dc5e,11,14,-956,-291,-5,0,,
0,4c1dc5e,3,326164,178547,1082,,,,0
0,4c1dc5e,20,15,-956,-291,-5,0,,
0,4c1feea,4,-55,-452,-162,,,,3
0,4c1feea,16,-671,366,-1342,-616,818,-1180,3
0,4c1feea,1,10,-25,-1020,0,0,0,0
0,4c1feea,2,3306,-7897,41755,,,,3
0,4c1feea,14,-35400,-9600,24749,-38706,-1702,-17005,3
0,4c1feea,15,6,240,-970,14,0,,0
0,4c1feea,9,18,-25,-999,,,,0
0,4c1feea,10,-8,0,-21,,,,0
0,4c1feea,11,14,-956,-291,-5,0,,
0,4c1feea,3,326153,178547,1082,,,,0
0,4c1feea,20,15,-956,-291,-5,0,,
0,4c220e8,4,494,158,-40,,,,3
0,4c220e8,16,-122,976,-1220,-616,818,-1180,3
0,4c220e8,1,25,-23,-1016,0,0,0,0
0,4c220e8,15,6,240,-970,14,0,,0
0,4c220e8,9,18,-25,-999,,,,0
0,4c220e8,10,6,1,-17,,,,0
0,4c220e8,11,14,-956,-290,-5,0,,
0,4c220e8,3,326179,178547,1082,,,,0
0,4c220e8,20,15,-956,-291,-5,0,,
0,4c243f3,4,-421,36,20,,,,3
0,4c243f3,16,-1037,854,-1159,-616,818,-1180,3
0,4c243f3,1,21,-41,-1025,0,0,0,0
0,4c243f3,2,5256,-6547,41155,,,,3
0,4c243f3,14,-33450,-8250,24149,-38706,-1702,-17005,3
0,4c243f3,15,6,240,-970,14,0,,0
0,4c243f3,9,18,-25,-999,,,,0
0,4c243f3,10,3,-15,-25,,,,0
0,4c243f3,11,14,-956,-291,-5,0,,
0,4c243f3,3,326169,178540,1082,,,,0
0,4c243f3,20,16,-956,-291,-5,0,,
0,4c2657c,4,616,36,82,,,,3
0,4c2657c,16,0,854,-1098,-616,818,-1180,3
0,4c2657c,1,14,-18,-1025,0,0,0,0
0,4c2657c,15,6,240,-970,14,0,,0
0,4c2657c,9,18,-25,-999,,,,0
0,4c2657c,10,-4,6,-25,,,,0
0,4c2657c,11,14,-956,-291,-5,0,,
0,4c2657c,3,326169,178547,1082,,,,0
0,4c2657c,20,15,-956,-291,-5,0,,
0,4c287ca,4,371,97,82,,,,3
0,4c287ca,16,-244,915,-1098,-616,818,-1180,3
0,4c287ca,1,17,-36,-1026,0,0,0,0
0,4c287ca,2,3906,-6997,41605,,,,3
0,4c287ca,14,-34800,-8700,24599,-38706,-1702,-17005,3
0,4c287ca,15,6,240,-970,14,0,,0
0,4c287ca,9,18,-25,-999,,,,0
0,4c287ca,10,-1,-11,-26,,,,0
0,4c287ca,11,14,-956,-290,-5,0,,
0,4c287ca,3,326179,178540,1082,,,,0
0,4c287ca,20,15,-956,-291,-4,0,,
0,4c2ab34,4,66,463,82,,,,3
0,4c2ab34,16,-549,1281,-1098,-616,818,-1180,3
0,4c2ab34,1,21,-36,-1024,0,0,0,0
0,4c2ab34,15,6,240,-970,14,0,,0
0,4c2ab34,9,18,-25,-999,,,,0
0,4c2ab34,10,2,-10,-25,,,,0
0,4c2ab34,11,14,-956,-290,-5,0,,
0,4c2ab34,3,326186,178540,1082,,,,0
0,4c2ab34,20,15,-956,-291,-5,0,,
0,4c2cd3a,4,-482,-24,143,,,,3
0,4c2cd3a,16,-1098,793,-1037,-616,818,-1180,3
0,4c2cd3a,1,11,-32,-1027,0,0,0,0
0,4c2cd3a,2,4506,-6247,39805,,,,3
0,4c2cd3a,14,-34200,-7950,22799,-38706,-1702,-17005,3
0,4c2cd3a,15,6,240,-970,14,0,,0
0,4c2cd3a,9,18,-25,-999,,,,0
0,4c2cd3a,10,-7,-7,-27,,,,0
0,4c2cd3a,11,14,-956,-290,-5,0,,
0,4c2cd3a,3,326179,178540,1075,,,,0
0,4c2cd3a,20,15,-956,-291,-4,0,,
0,4c2f22d,4,310,-391,-345,,,,3
0,4c2f22d,16,-305,427,-1525,-616,818,-1180,3
0,4c2f22d,1,34,-24,-1020,0,0,0,0
0,4c2f22d,15,6,240,-970,14,0,,0
0,4c2f22d,9,18,-25,-999,,,,0
0,4c2f22d,10,15,0,-21,,,,0
0,4c2f22d,11,15,-956,-290,-5,0,,
0,4c2f22d,3,326204,178540,1082,,,,0
0,4c2f22d,20,15,-956,-290,-5,0,,
0,4c310ef,4,249,219,-101,,,,3
0,4c310ef,16,-366,1037,-1281,-616,818,-1180,3
0,4c310ef,1,4,-25,-1023,0,0,0,0
0,4c310ef,2,4206,-6547,40855,,,,3
0,4c310ef,14,-34500,-8250,23849,-38706,-1702,-17005,3
0,4c310ef,15,6,240,-970,14,0,,0
0,4c310ef,9,18,-25,-999,,,,0
0,4c310ef,10,-14,0,-24,,,,0
0,4c310ef,11,14,-956,-290,-5,0,,
0,4c310ef,3,326221,178540,1082,,,,0
0,4c310ef,20,15,-956,-290,-5,0,,
0,4c33333,4,-421,158,-162,,,,3
0,4c33333,16,-1037,976,-1342,-616,818,-1180,3
0,4c33333,1,25,-27,-1016,0,0,0,0
