TH,TL,s,x/q0,y/q1,z/q2,bx/q4,by/acc_heading,bz,accuracy
0,735eea2,1,-942,28,240,0,0,0,0
0,735eea2,15,457,-517,329,643,0,,0
0,735eea2,9,-967,-48,247,,,,0
0,735eea2,10,24,77,-6,,,,0
0,735eea2,11,772,-158,592,165,0,,
0,735eea2,3,344474,11194,-75410,,,,0
0,735eea2,20,777,-117,596,160,0,,
0,7361046,4,11598,-5474,-2906,,,,3
0,7361046,16,10986,-4638,-4089,-612,835,-1182,3
0,7361046,1,-955,39,229,0,0,0,0
0,7361046,2,38935,14261,-4592,,,,3
0,7361046,14,-1200,12149,-21300,-40135,-2111,-16707,3
0,7361046,15,458,-516,330,643,0,,0
0,7361046,9,-967,-48,248,,,,0
0,7361046,10,11,87,-18,,,,0
0,7361046,11,772,-157,592,165,0,,
0,7361046,3,344397,10992,-75366,,,,0
0,7361046,20,776,-116,597,161,0,,
0,7363327,4,11476,-5413,-2662,,,,3
0,7363327,16,10864,-4577,-3845,-612,835,-1182,3
0,7363327,1,-957,43,229,0,0,0,0
0,7363327,15,458,-515,330,643,0,,0
0,7363327,9,-967,-47,248,,,,0
0,7363327,10,10,90,-18,,,,0
0,7363327,11,772,-156,592,164,0,,
0,7363327,3,344326,10798,-75333,,,,0
0,7363327,20,775,-115,599,162,0,,
0,7365597,4,12086,-3704,-2662,,,,3
0,7365597,16,11474,-2868,-3845,-612,835,-1182,3
0,7365597,1,-956,36,225,0,0,0,0
0,7365597,2,40135,15161,-5042,,,,3
0,7365597,14,0,13049,-21750,-40135,-2111,-16707,3
0,7365597,15,459,-515,331,643,0,,0
0,7365597,9,-967,-46,249,,,,0
0,7365597,10,10,82,-24,,,,0
0,7365597,11,773,-155,592,163,0,,
0,7365597,3,344292,10632,-75316,,,,0
0,7365597,20,774,-114,601,162,0,,
0,736771c,4,11903,-3887,-2601,,,,3
0,736771c,16,11291,-3051,-3784,-612,835,-1182,3
0,736771c,1,-968,51,211,0,0,0,0
0,736771c,15,459,-514,331,643,0,,0
0,736771c,9,-967,-46,249,,,,0
0,736771c,10,-1,97,-37,,,,0
0,736771c,11,773,-154,592,163,0,,
0,736771c,3,344235,10442,-75295,,,,0
0,736771c,20,772,-113,603,163,0,,
0,7369967,4,11598,-3643,-3456,,,,3
0,7369967,16,10986,-2807,-4638,-612,835,-1182,3
0,7369967,1,-970,35,219,0,0,0,0
0,7369967,2,39385,14561,-5642,,,,3
0,7369967,14,-750,12449,-22350,-40135,-2111,-16707,3
0,7369967,15,460,-514,332,642,0,,0
0,7369967,9,-967,-45,250,,,,0
0,7369967,10,-3,80,-30,,,,0
0,7369967,11,773,-153,592,162,0,,
0,7369967,3,344210,10269,-75282,,,,0
0,7369967,20,771,-112,604,163,0,,
0,736bbad,4,10805,-3520,-2723,,,,3
0,736bbad,16,10192,-2685,-3906,-612,835,-1182,3
0,736bbad,1,-979,35,217,0,0,0,0
0,736bbad,15,460,-513,333,642,0,,0
0,736bbad,9,-967,-44,250,,,,0
0,736bbad,10,-11,79,-32,,,,0
0,736bbad,11,773,-152,592,161,0,,
0,736bbad,3,344193,10118,-75265,,,,0
0,736bbad,20,770,-111,605,163,0,,
0,736de8b,4,10194,-3276,-3639,,,,3
0,736de8b,16,9582,-2441,-4821,-612,835,-1182,3
0,736de8b,1,-976,39,216,0,0,0,0
0,736de8b,2,40135,13661,-3992,,,,3
0,736de8b,14,0,11549,-20700,-40135,-2111,-16707,3
0,736de8b,15,460,-513,333,642,0,,0
0,736de8b,9,-967,-44,250,,,,0
0,736de8b,10,-9,83,-34,,,,0
0,736de8b,11,774,-152,592,161,0,,
0,736de8b,3,344161,9985,-75253,,,,0
0,736de8b,20,769,-111,607,163,0,,
0,737003f,4,9645,-3093,-3456,,,,3
0,737003f,16,9033,-2258,-4638,-612,835,-1182,3
0,737003f,1,-973,29,221,0,0,0,0
0,737003f,15,461,-512,334,642,0,,0
0,737003f,9,-966,-43,251,,,,0
0,737003f,10,-6,73,-29,,,,0
0,737003f,11,774,-151,592,161,0,,
0,737003f,3,344123,9863,-75237,,,,0
0,737003f,20,768,-110,607,163,0,,
0,7372275,4,8729,-1018,-3456,,,,3
0,7372275,16,8117,-183,-4638,-612,835,-1182,3
0,7372275,1,-964,55,209,0,0,0,0
0,7372275,2,38785,15161,-6092,,,,3
0,7372275,14,-1350,13049,-22800,-40135,-2111,-16707,3
0,7372275,15,461,-512,334,642,0,,0
0,7372275,9,-966,-43,251,,,,0
0,7372275,10,2,98,-41,,,,0
0,7372275,11,774,-150,593,160,0,,
0,7372275,3,344123,9737,-75237,,,,0
0,7372275,20,768,-109,608,163,0,,
0,73744d1,4,8974,-1262,-4249,,,,3
0,73744d1,16,8361,-427,-5432,-612,835,-1182,3
0,73744d1,1,-959,31,216,0,0,0,0
0,73744d1,15,462,-511,335,641,0,,0
0,73744d1,9,-966,-42,251,,,,0
0,73744d1,10,7,74,-35,,,,0
0,73744d1,11,774,-149,593,159,0,,
0,73744d1,3,344149,9653,-75237,,,,0
0,73744d1,20,768,-109,609,163,0,,
0,7376743,4,9523,-530,-4371,,,,3
0,7376743,16,8911,305,-5554,-612,835,-1182,3
0,7376743,1,-969,39,223,0,0,0,0
0,7376743,2,39385,14861,-4892,,,,3
0,7376743,14,-750,12749,-21600,-40135,-2111,-16707,3
0,7376743,15,462,-511,335,641,0,,0
0,7376743,9,-966,-42,251,,,,0
0,7376743,10,-2,82,-27,,,,0
0,7376743,11,774,-149,593,159,0,,
0,7376743,3,344170,9571,-75237,,,,0
0,7376743,20,767,-108,609,163,0,,
0,7378966,4,10622,-1140,-4371,,,,3
0,7378966,16,10009,-305,-5554,-612,835,-1182,3
0,7378966,1,-963,31,223,0,0,0,0
0,7378966,15,462,-511,336,641,0,,0
0,7378966,9,-966,-42,251,,,,0
0,7378966,10,3,73,-28,,,,0
0,7378966,11,774,-148,593,158,0,,
0,7378966,3,344210,9489,-75237,,,,0
0,7378966,20,767,-108,610,163,0,,
0,737abab,4,11598,-1262,-4249,,,,3
0,737abab,16,10986,-427,-5432,-612,835,-1182,3
0,737abab,1,-963,30,215,0,0,0,0
0,737abab,2,39835,14411,-5492,,,,3
0,737abab,14,-300,12299,-22200,-40135,-2111,-16707,3
0,737abab,15,463,-510,336,640,0,,0
0,737abab,9,-966,-41,251,,,,0
0,737abab,10,3,72,-36,,,,0
0,737abab,11,775,-147,593,157,0,,
0,737abab,3,344258,9407,-75242,,,,0
0,737abab,20,767,-108,610,163,0,,
0,737cdee,4,10988,-1506,-4432,,,,3
0,737cdee,16,10375,-671,-5615,-612,835,-1182,3
0,737cdee,1,-945,26,222,0,0,0,0
0,737cdee,15,464,-510,337,640,0,,0
0,737cdee,9,-966,-41,251,,,,0
0,737cdee,10,21,67,-29,,,,0
0,737cdee,11,775,-146,593,156,0,,
0,737cdee,3,344333,9335,-75237,,,,0
0,737cdee,20,767,-107,611,162,0,,
0,737f03d,4,10744,-1750,-4249,,,,3
0,737f03d,16,10131,-915,-5432,-612,835,-1182,3
0,737f03d,1,-947,34,217,0,0,0,0
0,737f03d,2,39847,14716,-3395,,,,3
0,737f03d,14,-300,12599,-20100,-40147,-2116,-16704,3
0,737f03d,15,464,-509,337,640,0,,0
0,737f03d,9,-966,-41,251,,,,0
0,737f03d,10,19,75,-33,,,,0
0,737f03d,11,775,-146,594,156,0,,
0,737f03d,3,344387,9251,-75237,,,,0
0,737f03d,20,766,-107,611,162,0,,
0,7381280,4,11659,-1262,-3944,,,,3
0,7381280,16,11047,-427,-5126,-612,835,-1182,3
0,7381280,1,-939,25,232,0,0,0,0
0,7381280,15,465,-509,338,640,0,,0
0,7381280,9,-966,-40,251,,,,0
0,7381280,10,26,66,-18,,,,0
0,7381280,11,775,-145,594,155,0,,
0,7381280,3,344392,9162,-75230,,,,0
0,7381280,20,767,-107,611,162,0,,
0,73834cf,4,12575,-2117,-3700,,,,3
0,73834cf,16,11962,-1281,-4882,-612,835,-1182,3
0,73834cf,1,-940,5,231,0,0,0,0
0,73834cf,2,38797,15166,-4445,,,,3
0,73834cf,14,-1350,13049,-21150,-40147,-2116,-16704,3
0,73834cf,15,465,-508,338,639,0,,0
0,73834cf,9,-966,-40,252,,,,0
0,73834cf,10,25,45,-20,,,,0
0,73834cf,11,775,-144,594,154,0,,
0,73834cf,3,344429,9073,-75214,,,,0
0,73834cf,20,767,-108,610,161,0,,
0,7385713,4,13917,-2361,-3028,,,,3
0,7385713,16,13305,-1525,-4211,-612,835,-1182,3
0,7385713,1,-951,-4,232,0,0,0,0
0,7385713,15,466,-508,339,639,0,,0
0,7385713,9,-966,-40,252,,,,0
0,7385713,10,15,35,-19,,,,0
0,7385713,11,776,-143,594,154,0,,
0,7385713,3,344492,8994,-75200,,,,0
0,7385713,20,768,-109,609,159,0,,
0,738795c,4,14406,-2605,-2418,,,,3
0,738795c,16,13793,-1770,-3601,-612,835,-1182,3
0,738795c,1,-970,-8,242,0,0,0,0
0,738795c,2,39097,15916,-4445,,,,3
0,738795c,14,-1050,13799,-21150,-40147,-2116,-16704,3
0,738795c,15,467,-507,340,638,0,,0
0,738795c,9,-966,-39,252,,,,0
0,738795c,10,-3,30,-10,,,,0
0,738795c,11,776,-142,594,153,0,,
0,738795c,3,344544,8912,-75179,,,,0
0,738795c,20,769,-111,609,158,0,,
0,7389cc3,4,15016,-1934,-2540,,,,3
0,7389cc3,16,14404,-1098,-3723,-612,835,-1182,3
0,7389cc3,1,-993,-15,250,0,0,0,0
0,7389cc3,15,467,-507,340,638,0,,0
0,7389cc3,9,-966,-39,253,,,,0
0,7389cc3,10,-27,24,-2,,,,0
0,7389cc3,11,776,-141,594,152,0,,
0,7389cc3,3,344598,8805,-75164,,,,0
0,7389cc3,20,769,-112,608,156,0,,
0,738bdf7,4,16786,-286,-831,,,,3
0,738bdf7,16,16174,549,-2014,-612,835,-1182,3
0,738bdf7,1,-1014,-27,266,0,0,0,0
0,738bdf7,2,38647,14566,-5945,,,,3
0,738bdf7,14,-1500,12449,-22650,-40147,-2116,-16704,3
0,738bdf7,15,468,-506,341,638,0,,0
0,738bdf7,9,-966,-38,253,,,,0
0,738bdf7,10,-48,11,12,,,,0
0,738bdf7,11,777,-140,594,151,0,,
0,738bdf7,3,344635,8665,-75157,,,,0
0,738bdf7,20,770,-113,607,155,0,,
0,738e031,4,17335,1056,-404,,,,3
0,738e031,16,16723,1892,-1586,-612,835,-1182,3
0,738e031,1,-1014,-27,261,0,0,0,0
0,738e031,15,469,-506,342,637,0,,0
0,738e031,9,-966,-38,253,,,,0
0,738e031,10,-47,10,8,,,,0
0,738e031,11,777,-139,594,150,0,,
0,738e031,3,344665,8531,-75165,,,,0
0,738e031,20,771,-115,606,153,0,,
0,739027e,4,17396,995,205,,,,3
0,739027e,16,16784,1831,-976,-612,835,-1182,3
0,739027e,1,-1021,-43,279,0,0,0,0
0,739027e,2,38797,15166,-4745,,,,3
0,739027e,14,-1350,13049,-21450,-40147,-2116,-16704,3
0,739027e,15,469,-505,343,637,0,,0
0,739027e,9,-966,-37,253,,,,0
0,739027e,10,-55,-6,26,,,,0
0,739027e,11,777,-138,595,149,0,,
0,739027e,3,344695,8380,-75172,,,,0
0,739027e,20,773,-117,604,151,0,,
0,7392512,4,17946,3131,1060,,,,3
0,7392512,16,17333,3967,-122,-612,835,-1182,3
0,7392512,1,-1027,-41,288,0,0,0,0
0,7392512,15,470,-504,344,636,0,,0
0,7392512,9,-966,-36,253,,,,0
0,7392512,10,-60,-5,34,,,,0
0,7392512,11,777,-137,595,148,0,,
0,7392512,3,344691,8212,-75191,,,,0
0,7392512,20,774,-119,602,149,0,,
0,73947bb,4,18373,4840,2098,,,,3
0,73947bb,16,17761,5676,915,-612,835,-1182,3
0,73947bb,1,-1023,-32,276,0,0,0,0
0,73947bb,2,37897,15316,-9695,,,,3
0,73947bb,14,-2250,13199,-26400,-40147,-2116,-16704,3
0,73947bb,15,470,-504,345,636,0,,0
0,73947bb,9,-966,-35,252,,,,0
0,73947bb,10,-57,3,23,,,,0
0,73947bb,11,777,-135,596,147,0,,
0,73947bb,3,344723,8009,-75230,,,,0
0,73947bb,20,775,-120,601,148,0,,
0,739693d,4,19227,6610,2830,,,,3
0,739693d,16,18615,7446,1647,-612,835,-1182,3
0,739693d,1,-1019,-35,268,0,0,0,0
0,739693d,15,471,-503,346,635,0,,0
0,739693d,9,-967,-34,251,,,,0
0,739693d,10,-52,-1,16,,,,0
0,739693d,11,777,-134,596,146,0,,
0,739693d,3,344730,7791,-75282,,,,0
0,739693d,20,775,-121,601,146,0,,
0,7398f9f,4,20509,8441,3440,,,,3
0,7398f9f,16,19897,9277,2258,-612,835,-1182,3
0,7398f9f,1,-1037,-31,258,0,0,0,0
0,7398f9f,2,40147,13966,-6395,,,,3
0,7398f9f,14,0,11849,-23100,-40147,-2116,-16704,3
0,7398f9f,15,471,-503,348,634,0,,0
0,7398f9f,9,-967,-33,250,,,,0
0,7398f9f,10,-70,1,7,,,,0
0,7398f9f,11,777,-132,597,145,0,,
0,7398f9f,3,344672,7523,-75359,,,,0
0,7398f9f,20,775,-121,601,146,0,,
0,739ade3,4,21608,9967,3440,,,,3
0,739ade3,16,20996,10803,2258,-612,835,-1182,3
0,739ade3,1,-1025,-35,236,0,0,0,0
0,739ade3,15,472,-503,349,633,0,,0
0,739ade3,9,-967,-31,249,,,,0
0,739ade3,10,-57,-3,-12,,,,0
0,739ade3,11,777,-131,598,144,0,,
0,739ade3,3,344623,7291,-75454,,,,0
0,739ade3,20,775,-123,601,144,0,,
0,739d030,4,21791,12104,3074,,,,3
0,739d030,16,21179,12939,1892,-612,835,-1182,3
0,739d030,1,-1009,-38,236,0,0,0,0
0,739d030,2,39847,12916,-5045,,,,3
0,739d030,14,-300,10799,-21750,-40147,-2116,-16704,3
0,739d030,15,472,-502,351,632,0,,0
0,739d030,9,-968,-30,247,,,,0
0,739d030,10,-40,-7,-10,,,,0
0,739d030,11,776,-130,599,143,0,,
0,739d030,3,344584,7064,-75564,,,,0
0,739d030,20,775,-124,602,143,0,,
0,739f27c,4,21791,13935,2708,,,,3
0,739f27c,16,21179,14770,1525,-612,835,-1182,3
0,739f27c,1,-994,-62,247,0,0,0,0
0,739f27c,15,472,-502,352,631,0,,0
0,739f27c,9,-968,-29,245,,,,0
0,739f27c,10,-25,-32,1,,,,0
0,739f27c,11,776,-129,600,142,0,,
0,739f27c,3,344553,6868,-75685,,,,0
0,739f27c,20,775,-125,602,142,0,,
0,73a14c1,4,22584,14850,3013,,,,3
0,73a14c1,16,21972,15686,1831,-612,835,-1182,3
0,73a14c1,1,-972,-66,257,0,0,0,0
0,73a14c1,2,39412,14270,-2796,,,,3
0,73a14c1,14,-750,12149,-19500,-40162,-2120,-16703,3
0,73a14c1,15,473,-502,354,630,0,,0
0,73a14c1,9,-969,-28,243,,,,0
0,73a14c1,10,-3,-37,14,,,,0
0,73a14c1,11,775,-128,601,141,0,,
0,73a14c1,3,344551,6703,-75809,,,,0
0,73a14c1,20,776,-128,601,141,0,,
0,73a3704,4,22951,16010,1853,,,,3
0,73a3704,16,22338,16845,671,-612,835,-1182,3
0,73a3704,1,-948,-81,265,0,0,0,0
0,73a3704,15,473,-502,355,629,0,,0
0,73a3704,9,-970,-27,241,,,,0
0,73a3704,10,21,-53,23,,,,0
0,73a3704,11,775,-127,602,140,0,,
0,73a3704,3,344590,6574,-75938,,,,0
0,73a3704,20,777,-130,599,139,0,,
0,73a5955,4,22768,16010,877,,,,3
0,73a5955,16,22155,16845,-305,-612,835,-1182,3
0,73a5955,1,-938,-68,285,0,0,0,0
0,73a5955,2,40312,14270,-3546,,,,3
0,73a5955,14,149,12149,-20250,-40162,-2120,-16703,3
0,73a5955,15,474,-502,357,628,0,,0
0,73a5955,9,-970,-27,239,,,,0
0,73a5955,10,32,-41,46,,,,0
0,73a5955,11,774,-126,603,139,0,,
0,73a5955,3,344668,6469,-76060,,,,0
0,73a5955,20,778,-131,597,138,0,,
0,73a7b9d,4,22768,15033,877,,,,3
0,73a7b9d,16,22155,15869,-305,-612,835,-1182,3
0,73a7b9d,1,-927,-83,285,0,0,0,0
0,73a7b9d,15,474,-502,358,627,0,,0
0,73a7b9d,9,-970,-26,237,,,,0
0,73a7b9d,10,43,-57,47,,,,0
0,73a7b9d,11,774,-125,604,138,0,,
0,73a7b9d,3,344779,6403,-76162,,,,0
0,73a7b9d,20,780,-133,594,137,0,,
0,73a9de7,4,22340,13202,511,,,,3
0,73a9de7,16,21728,14038,-671,-612,835,-1182,3
0,73a9de7,1,-906,-75,266,0,0,0,0
0,73a9de7,2,39112,11870,-3396,,,,3
0,73a9de7,14,-1050,9749,-20100,-40162,-2120,-16703,3
0,73a9de7,15,475,-502,360,626,0,,0
0,73a9de7,9,-971,-26,236,,,,0
0,73a9de7,10,65,-48,29,,,,0
0,73a9de7,11,774,-124,605,137,0,,
0,73a9de7,3,344875,6327,-76262,,,,0
0,73a9de7,20,781,-135,592,137,0,,
0,73ac029,4,21242,12470,-160,,,,3
0,73ac029,16,20629,13305,-1342,-612,835,-1182,3
0,73ac029,1,-906,-77,261,0,0,0,0
0,73ac029,15,476,-501,361,625,0,,0
0,73ac029,9,-971,-25,234,,,,0
0,73ac029,10,64,-51,27,,,,0
0,73ac029,11,773,-123,606,136,0,,
0,73ac029,3,344997,6271,-76349,,,,0
0,73ac029,20,782,-136,591,136,0,,
0,73ae25e,4,20631,11615,-892,,,,3
0,73ae25e,16,20019,12451,-2075,-612,835,-1182,3
0,73ae25e,1,-905,-74,261,0,0,0,0
0,73ae25e,2,40462,12170,-6396,,,,3
0,73ae25e,14,299,10049,-23100,-40162,-2120,-16703,3
0,73ae25e,15,476,-501,362,623,0,,0
0,73ae25e,9,-972,-25,233,,,,0
0,73ae25e,10,66,-49,28,,,,0
0,73ae25e,11,773,-122,606,134,0,,
0,73ae25e,3,345181,6256,-76428,,,,0
0,73ae25e,20,783,-138,590,135,0,,
0,73b04b7,4,19227,11066,-1625,,,,3
0,73b04b7,16,18615,11901,-2807,-612,835,-1182,3
0,73b04b7,1,-916,-72,262,0,0,0,0
0,73b04b7,15,477,-501,363,622,0,,0
0,73b04b7,9,-972,-25,232,,,,0
0,73b04b7,10,56,-47,30,,,,0
0,73b04b7,11,773,-121,607,133,0,,
0,73b04b7,3,345375,6275,-76506,,,,0
0,73b04b7,20,784,-139,589,134,0,,
0,73b270d,4,17274,10883,-3334,,,,3
0,73b270d,16,16662,11718,-4516,-612,835,-1182,3
0,73b270d,1,-924,-79,287,0,0,0,0
0,73b270d,2,39862,14720,-3696,,,,3
0,73b270d,14,-300,12599,-20400,-40162,-2120,-16703,3
0,73b270d,15,478,-501,364,621,0,,0
0,73b270d,9,-972,-25,230,,,,0
0,73b270d,10,47,-53,56,,,,0
0,73b270d,11,773,-120,608,132,0,,
0,73b270d,3,345623,6357,-76571,,,,0
0,73b270d,20,785,-140,588,134,0,,
0,73b4948,4,16542,11249,-3517,,,,3
0,73b4948,16,15930,12084,-4699,-612,835,-1182,3
0,73b4948,1,-952,-86,278,0,0,0,0
0,73b4948,15,478,-501,365,620,0,,0
0,73b4948,9,-972,-26,229,,,,0
0,73b4948,10,20,-60,48,,,,0
0,73b4948,11,773,-120,608,131,0,,
0,73b4948,3,345892,6481,-76643,,,,0
0,73b4948,20,785,-141,587,133,0,,
0,73b6b9b,4,16359,11188,-4371,,,,3
0,73b6b9b,16,15747,12023,-5554,-612,835,-1182,3
0,73b6b9b,1,-976,-80,273,0,0,0,0
0,73b6b9b,2,41812,12920,-2946,,,,3
0,73b6b9b,14,1649,10799,-19650,-40162,-2120,-16703,3
0,73b6b9b,15,479,-501,366,619,0,,0
0,73b6b9b,9,-973,-26,228,,,,0
0,73b6b9b,10,-2,-53,45,,,,0
0,73b6b9b,11,772,-119,609,130,0,,
0,73b6b9b,3,346156,6639,-76707,,,,0
0,73b6b9b,20,785,-142,587,133,0,,
0,73b8ddc,4,16481,11127,-4554,,,,3
0,73b8ddc,16,15869,11962,-5737,-612,835,-1182,3
0,73b8ddc,1,-993,-85,295,0,0,0,0
0,73b8ddc,15,480,-501,367,618,0,,0
0,73b8ddc,9,-973,-27,227,,,,0
0,73b8ddc,10,-19,-58,68,,,,0
0,73b8ddc,11,772,-119,609,128,0,,
0,73b8ddc,3,346445,6807,-76774,,,,0
0,73b8ddc,20,786,-142,586,133,0,,
0,73bb145,4,16664,10883,-3883,,,,3
0,73bb145,16,16052,11718,-5065,-612,835,-1182,3
0,73bb145,1,-1011,-76,299,0,0,0,0
0,73bb145,2,40312,12770,-4896,,,,3
0,73bb145,14,149,10649,-21600,-40162,-2120,-16703,3
0,73bb145,15,480,-501,368,617,0,,0
0,73bb145,9,-973,-27,226,,,,0
0,73bb145,10,-37,-48,73,,,,0
0,73bb145,11,772,-118,610,127,0,,
0,73bb145,3,346737,6938,-76837,,,,0
0,73bb145,20,786,-143,585,133,0,,
0,73bd26c,4,17152,11249,-3944,,,,3
0,73bd26c,16,16540,12084,-5126,-612,835,-1182,3
0,73bd26c,1,-1039,-83,291,0,0,0,0
0,73bd26c,15,481,-501,368,616,0,,0
0,73bd26c,9,-973,-27,224,,,,0
0,73bd26c,10,-65,-55,66,,,,0
0,73bd26c,11,772,-118,611,126,0,,
0,73bd26c,3,347022,7085,-76902,,,,0
0,73bd26c,20,786,-143,585,133,0,,
0,73bf4ba,4,17457,10272,-3456,,,,3
0,73bf4ba,16,16845,11108,-4638,-612,835,-1182,3
0,73bf4ba,1,-1039,-88,294,0,0,0,0
0,73bf4ba,2,40912,14870,-4146,,,,3
0,73bf4ba,14,749,12749,-20850,-40162,-2120,-16703,3
0,73bf4ba,15,482,-501,369,615,0,,0
0,73bf4ba,9,-974,-28,223,,,,0
0,73bf4ba,10,-64,-59,70,,,,0
0,73bf4ba,11,772,-117,611,125,0,,
0,73bf4ba,3,347314,7217,-76961,,,,0
0,73bf4ba,20,786,-144,584,133,0,,
0,73c16d3,4,15687,9540,-3761,,,,3
0,73c16d3,16,15075,10375,-4943,-612,835,-1182,3
0,73c16d3,1,-1063,-78,296,0,0,0,0
0,73c16d3,15,483,-501,370,614,0,,0
0,73c16d3,9,-974,-28,222,,,,0
0,73c16d3,10,-89,-49,73,,,,0
0,73c16d3,11,772,-116,612,124,0,,
0,73c16d3,3,347578,7314,-77026,,,,0
0,73c16d3,20,786,-145,585,133,0,,
0,73c3948,4,13734,9845,-3395,,,,3
0,73c3948,16,13122,10681,-4577,-612,835,-1182,3
0,73c3948,1,-1042,-77,265,0,0,0,0
0,73c3948,2,40162,14420,-3396,,,,3
0,73c3948,14,0,12299,-20100,-40162,-2120,-16703,3
0,73c3948,15,483,-501,371,613,0,,0
0,73c3948,9,-974,-29,221,,,,0
0,73c3948,10,-68,-48,43,,,,0
0,73c3948,11,771,-116,612,122,0,,
0,73c3948,3,347868,7476,-77089,,,,0
0,73c3948,20,785,-145,586,132,0,,
0,73c5b93,4,11537,9845,-4188,,,,3
0,73c5b93,16,10925,10681,-5371,-612,835,-1182,3
0,73c5b93,1,-1051,-88,274,0,0,0,0
0,73c5b93,15,484,-501,371,613,0,,0
0,73c5b93,9,-974,-29,220,,,,0
0,73c5b93,10,-76,-59,53,,,,0
0,73c5b93,11,771,-116,613,121,0,,
0,73c5b93,3,348169,7679,-77153,,,,0
0,73c5b93,20,784,-146,587,132,0,,
0,73c7dd9,4,11659,9662,-4371,,,,3
0,73c7dd9,16,11047,10498,-5554,-612,835,-1182,3
0,73c7dd9,1,-1052,-94,275,0,0,0,0
0,73c7dd9,2,39712,13070,-3096,,,,3
0,73c7dd9,14,-450,10949,-19800,-40162,-2120,-16703,3
0,73c7dd9,15,484,-501,372,612,0,,0
0,73c7dd9,9,-975,-30,219,,,,0
0,73c7dd9,10,-77,-63,56,,,,0
0,73c7dd9,11,771,-116,613,121,0,,
0,73c7dd9,3,348484,7910,-77218,,,,0
0,73c7dd9,20,784,-148,588,132,0,,
0,73ca021,4,12941,8380,-4005,,,,3
0,73ca021,16,12329,9216,-5187,-612,835,-1182,3
0,73ca021,1,-1048,-85,292,0,0,0,0
0,73ca021,15,485,-501,372,611,0,,0
0,73ca021,9,-975,-31,218,,,,0
0,73ca021,10,-72,-54,74,,,,0
0,73ca021,11,771,-115,614,120,0,,
0,73ca021,3,348777,8102,-77263,,,,0
0,73ca021,20,784,-148,587,132,0,,
0,73cc370,4,12941,6366,-4005,,,,3
0,73cc370,16,12329,7202,-5187,-612,835,-1182,3
0,73cc370,1,-1040,-106,274,0,0,0,0
0,73cc370,2,40762,12620,-5496,,,,3
0,73cc370,14,599,10499,-22200,-40162,-2120,-16703,3
0,73cc370,15,485,-501,373,610,0,,0
0,73cc370,9,-975,-31,217,,,,0
0,73cc370,10,-65,-74,57,,,,0
0,73cc370,11,771,-115,614,119,0,,
0,73cc370,3,349094,8303,-77298,,,,0
0,73cc370,20,783,-149,588,132,0,,
0,73ce4ae,4,12819,3864,-4371,,,,3
0,73ce4ae,16,12207,4699,-5554,-612,835,-1182,3
0,73ce4ae,1,-1029,-107,276,0,0,0,0
0,73ce4ae,15,486,-501,373,609,0,,0
0,73ce4ae,9,-975,-32,217,,,,0
0,73ce4ae,10,-53,-75,58,,,,0
0,73ce4ae,11,771,-115,614,118,0,,
0,73ce4ae,3,349414,8510,-77304,,,,0
0,73ce4ae,20,783,-150,588,131,0,,
0,73d06fd,4,13612,1728,-4554,,,,3
0,73d06fd,16,13000,2563,-5737,-612,835,-1182,3
0,73d06fd,1,-1009,-127,263,0,0,0,0
0,73d06fd,2,38962,13070,-3546,,,,3
0,73d06fd,14,-1200,10949,-20250,-40162,-2120,-16703,3
0,73d06fd,15,487,-501,373,609,0,,0
0,73d06fd,9,-975,-33,217,,,,0
0,73d06fd,10,-33,-94,46,,,,0
0,73d06fd,11,771,-114,614,117,0,,
0,73d06fd,3,349743,8733,-77291,,,,0
0,73d06fd,20,783,-153,587,130,0,,
0,73d2940,4,11659,1605,-5348,,,,3
0,73d2940,16,11047,2441,-6530,-612,835,-1182,3
0,73d2940,1,-994,-118,270,0,0,0,0
0,73d2940,15,488,-501,374,608,0,,0
0,73d2940,9,-975,-34,217,,,,0
0,73d2940,10,-18,-84,52,,,,0
0,73d2940,11,771,-114,614,116,0,,
0,73d2940,3,350078,8980,-77276,,,,0
0,73d2940,20,783,-154,587,129,0,,
0,73d4b73,4,9035,1239,-6080,,,,3
0,73d4b73,16,8422,2075,-7263,-612,835,-1182,3
0,73d4b73,1,-990,-101,281,0,0,0,0
0,73d4b73,2,40912,14270,-2796,,,,3
0,73d4b73,14,749,12149,-19500,-40162,-2120,-16703,3
0,73d4b73,15,489,-501,374,607,0,,0
0,73d4b73,9,-975,-35,217,,,,0
0,73d4b73,10,-15,-66,63,,,,0
0,73d4b73,11,771,-114,614,115,0,,
0,73d4b73,3,350412,9242,-77248,,,,0
0,73d4b73,20,783,-155,587,129,0,,
0,73d70a1,4,5983,1300,-7545,,,,3
0,73d70a1,16,5371,2136,-8728,-612,835,-1182,3
0,73d70a1,1,-968,-102,268,0,0,0,0
0,73d70a1,15,490,-501,373,607,0,,0
0,73d70a1,9,-975,-36,218,,,,0
0,73d70a1,10,6,-65,50,,,,0
0,73d70a1,11,771,-115,614,114,0,,
0,73d70a1,3,350769,9567,-77227,,,,0
0,73d70a1,20,783,-155,586,129,0,,
0,73d9141,4,5800,1300,-8155,,,,3
0,73d9141,16,5187,2136,-9338,-612,835,-1182,3
0,73d9141,1,-971,-104,264,0,0,0,0
0,73d9141,2,40912,11720,-3846,,,,3
0,73d9141,14,749,9599,-20550,-40162,-2120,-16703,3
0,73d9141,15,490,-501,373,606,0,,0
